Platform Code,Platform Name,Club Rank,Club ID,Club Name,Player Name,Games Played,Goals,Assists,Man of Match (MoTM),Average Rating,Clean Sheets (Def),Clean Sheets (GK),Shot Success Rate %,Passes Made,Pass Success Rate %,Tackles Made,Tackle Success Rate %
nx,Nintendo Switch,2,684018,ARABESXNOIR,mathmitt007,103,182,108,28,forward,,,,,,,
nx,Nintendo Switch,2,684018,ARABESXNOIR,edotrics,283,66,35,16,defender,,,,,,,
nx,Nintendo Switch,3,562951,THE ROOKIE S7,NORIANNE70,70,103,32,10,forward,,,,,,,
nx,Nintendo Switch,4,1025725,ArabeXnoir2,zeerinhoo,166,212,183,53,midfielder,,,,,,,
nx,Nintendo Switch,5,196488,MorRiikow,NzoRiikow60,68,84,60,17,forward,,,,,,,
nx,Nintendo Switch,5,196488,MorRiikow,allan_69160,62,90,63,11,forward,,,,,,,
nx,Nintendo Switch,5,196488,MorRiikow,Diegox2012,42,69,52,13,forward,,,,,,,
nx,Nintendo Switch,5,196488,MorRiikow,ulg9nvzwh7xr,0,0,0,0,,,,,,,,
nx,Nintendo Switch,5,196488,MorRiikow,hjd3c49zvnex,0,0,0,0,,,,,,,,
nx,Nintendo Switch,5,196488,MorRiikow,ALWERU,43,77,25,13,forward,,,,,,,
nx,Nintendo Switch,6,1109092,Pied Carre NN,mathmitt007,103,182,108,28,forward,,,,,,,
nx,Nintendo Switch,6,1109092,Pied Carre NN,Nonodu7000,538,1641,647,266,forward,,,,,,,
nx,Nintendo Switch,6,1109092,Pied Carre NN,Deses_Loquace,348,470,275,139,defender,,,,,,,
nx,Nintendo Switch,6,1109092,Pied Carre NN,thefoot2k25,25,14,16,1,midfielder,,,,,,,
nx,Nintendo Switch,7,409943,AS KRETIN,LeMarcooo,54,129,51,39,forward,,,,,,,
nx,Nintendo Switch,7,409943,AS KRETIN,LeRoRo98,54,117,161,0,midfielder,,,,,,,
nx,Nintendo Switch,8,1432156,CITÃ 93,Mlv_n1,128,153,205,43,midfielder,,,,,,,
nx,Nintendo Switch,8,1432156,CITÃ 93,inesnina72,820,633,263,120,goalkeeper,,,,,,,
nx,Nintendo Switch,8,1432156,CITÃ 93,MHRZ_21,687,1001,805,147,midfielder,,,,,,,
nx,Nintendo Switch,8,1432156,CITÃ 93,Vardrix093,5,1,0,1,midfielder,,,,,,,
nx,Nintendo Switch,8,1432156,CITÃ 93,Ayltonxo,29,101,21,20,forward,,,,,,,
nx,Nintendo Switch,8,1432156,CITÃ 93,PSGMllrClub2k25,506,947,618,123,forward,,,,,,,
nx,Nintendo Switch,8,1432156,CITÃ 93,josei291,18,29,11,2,forward,,,,,,,
nx,Nintendo Switch,8,1432156,CITÃ 93,Mtzzmelo,72,84,30,15,forward,,,,,,,
