Platform Code,Club ID,Club Name,All-Time Rank,Seasonal Rank,Player Name,Games Played,Goals,Assists,Position / Rating,MoTM (Melhor em Campo),Clean Sheets (Def),Clean Sheets (GK),Shot Success %,Passes Made,Pass Success %,Tackles Made,Tackle Success %
common-gen5,2658,FC Neuanfang,,2,SaSkEsEiNvAtEr,1668,656,1140,forward,315,,,,,,,
common-gen5,2658,FC Neuanfang,,2,nikita2014RUS,222,199,70,forward,34,,,,,,,
common-gen5,2658,FC Neuanfang,,2,fcportotiago93,1563,483,1058,forward,156,,,,,,,
common-gen5,2658,FC Neuanfang,,2,lemondai-mechant,455,349,251,forward,67,,,,,,,
common-gen5,2658,FC Neuanfang,,2,RaNimy123,165,36,82,midfielder,9,,,,,,,
common-gen5,2658,FC Neuanfang,,2,Lord26086,28,0,0,goalkeeper,3,,,,,,,
common-gen5,2658,FC Neuanfang,,2,Artarist19XX,157,25,21,forward,3,,,,,,,
common-gen5,822706,ffffffr,,3,vinnx1104,30,2,4,midfielder,3,,,,,,,
common-gen5,822706,ffffffr,,3,RAioLos,866,540,175,defender,194,,,,,,,
common-gen5,822706,ffffffr,,3,Falo99,1629,130,305,midfielder,116,,,,,,,
common-gen5,822706,ffffffr,,3,appleluk,946,55,142,midfielder,153,,,,,,,
common-gen5,822706,ffffffr,,3,OleCloud,11224,4771,2072,defender,1190,,,,,,,
common-gen5,822706,ffffffr,,3,DWNight_Rice,3658,650,1262,midfielder,347,,,,,,,
common-gen5,822706,ffffffr,,3,gxtengfei822,3572,98,330,midfielder,230,,,,,,,
common-gen5,822706,ffffffr,,3,DOV-Law,3693,953,1967,midfielder,506,,,,,,,
common-gen5,822706,ffffffr,,3,Red_Cantona07,1150,57,22,defender,107,,,,,,,
common-gen5,822706,ffffffr,,3,RedEternally,2565,30,74,defender,290,,,,,,,
common-gen5,822706,ffffffr,,3,AGh0stNB,5016,176,227,defender,221,,,,,,,
common-gen5,822706,ffffffr,,3,microstar2011,2991,404,355,defender,1011,,,,,,,
common-gen5,822706,ffffffr,,3,diulaynomorehi,1073,271,264,midfielder,112,,,,,,,
common-gen5,822706,ffffffr,,3,TangSeng2015,1001,27,101,defender,134,,,,,,,
common-gen5,822706,ffffffr,,3,ono-0833,4148,625,691,defender,505,,,,,,,
common-gen5,822706,ffffffr,,3,Pinkpig822,3829,206,251,defender,1073,,,,,,,
common-gen5,822706,ffffffr,,3,RioRAioLos,3726,679,172,forward,1880,,,,,,,
common-gen5,822706,ffffffr,,3,Jaychyn,3260,3080,796,defender,919,,,,,,,
common-gen5,822706,ffffffr,,3,GeoGordon,2380,84,506,midfielder,846,,,,,,,
common-gen5,822706,ffffffr,,3,Cpong0329,1669,45,37,defender,92,,,,,,,
common-gen5,822706,ffffffr,,3,rex21000,2822,28,70,goalkeeper,130,,,,,,,
common-gen5,822706,ffffffr,,3,Just_PureWhite,504,73,49,goalkeeper,39,,,,,,,
common-gen5,822706,ffffffr,,3,kokoro_colour,2,0,0,midfielder,0,,,,,,,
common-gen5,822706,ffffffr,,3,snoop__dogg1971,2143,26,6,defender,345,,,,,,,
common-gen5,822706,ffffffr,,3,Kamuen-X,3576,353,404,midfielder,249,,,,,,,
common-gen5,822706,ffffffr,,3,GiggsCarryu,1375,98,250,midfielder,158,,,,,,,
common-gen5,822706,ffffffr,,3,FernandezXII,1693,719,358,midfielder,197,,,,,,,
common-gen5,822706,ffffffr,,3,O_DZEKO,2088,680,894,defender,567,,,,,,,
common-gen5,822706,ffffffr,,3,zEnggg_999,4352,182,223,defender,784,,,,,,,
common-gen5,822706,ffffffr,,3,Pyromachus,5347,1326,473,midfielder,1205,,,,,,,
common-gen5,822706,ffffffr,,3,GreenSaras,333,0,0,midfielder,26,,,,,,,
common-gen5,822706,ffffffr,,3,Walker72_O,807,31,70,midfielder,31,,,,,,,
common-gen5,822706,ffffffr,,3,xingyan_xy24,2000,69,145,midfielder,67,,,,,,,
common-gen5,822706,ffffffr,,3,malezero,2767,611,306,forward,1215,,,,,,,
common-gen5,822706,ffffffr,,3,Telusuowa,472,88,30,forward,263,,,,,,,
common-gen5,822706,ffffffr,,3,Lx860821,5691,889,1333,midfielder,428,,,,,,,
common-gen5,822706,ffffffr,,3,KuZombieKu,3776,1694,1552,forward,502,,,,,,,
common-gen5,822706,ffffffr,,3,z3sZQx,5896,3193,844,defender,1167,,,,,,,
common-gen5,822706,ffffffr,,3,10_DZEKO,6486,1781,3565,midfielder,638,,,,,,,
common-gen5,822706,ffffffr,,3,MK9iExh,4407,629,1146,midfielder,430,,,,,,,
common-gen5,822706,ffffffr,,3,Doudou_HL,3541,272,112,goalkeeper,833,,,,,,,
common-gen5,822706,ffffffr,,3,DeckINGW,3429,158,348,defender,647,,,,,,,
common-gen5,822706,ffffffr,,3,HYL951110,5707,799,486,goalkeeper,928,,,,,,,
common-gen5,822706,ffffffr,,3,Just_Play_9_You,2569,33,82,defender,405,,,,,,,
common-gen5,822706,ffffffr,,3,Super_Gullit,697,61,206,midfielder,36,,,,,,,
common-gen5,822706,ffffffr,,3,Bujood86,0,0,0,,0,,,,,,,
common-gen5,822706,ffffffr,,3,Lianhahahahaha,458,53,62,defender,22,,,,,,,
common-gen5,822706,ffffffr,,3,Karenjim1224,5713,253,1007,midfielder,889,,,,,,,
common-gen5,822706,ffffffr,,3,BASS_LAM912,261,18,10,defender,24,,,,,,,
common-gen5,4528435,MURUOQIAN,,4,l_Zack_I,301,86,54,defender,13,,,,,,,
common-gen5,4528435,MURUOQIAN,,4,Kr1sRill,143,101,63,forward,22,,,,,,,
common-gen5,4528435,MURUOQIAN,,4,hcdyx,549,339,218,midfielder,76,,,,,,,
common-gen5,4528435,MURUOQIAN,,4,wyqleo,223,29,42,defender,7,,,,,,,
common-gen5,4528435,MURUOQIAN,,4,super_Threehand,608,120,89,midfielder,27,,,,,,,
common-gen5,4528435,MURUOQIAN,,4,msncqa,213,45,47,defender,21,,,,,,,
common-gen5,4528435,MURUOQIAN,,4,Selby9248,99,0,2,defender,0,,,,,,,
common-gen5,4528435,MURUOQIAN,,4,shenkuorabbit,48,5,7,midfielder,0,,,,,,,
common-gen5,4528435,MURUOQIAN,,4,ws20040415,283,73,71,forward,13,,,,,,,
common-gen5,4528435,MURUOQIAN,,4,wangzai993,93,2,4,defender,2,,,,,,,
common-gen5,4528435,MURUOQIAN,,4,owjx,137,8,10,defender,5,,,,,,,
common-gen5,4528435,MURUOQIAN,,4,PuddingKichi,236,170,87,forward,30,,,,,,,
common-gen5,4528435,MURUOQIAN,,4,balala2331112,1828,278,310,defender,237,,,,,,,
common-gen5,4528435,MURUOQIAN,,4,xupangchengmao,42,0,3,defender,1,,,,,,,
common-gen5,4528435,MURUOQIAN,,4,ZYFDDDDDDD,52,3,9,midfielder,1,,,,,,,
common-gen5,4528435,MURUOQIAN,,4,XIAOQIDWIH,245,14,13,defender,17,,,,,,,
common-gen5,4528435,MURUOQIAN,,4,miko0813,81,21,12,forward,0,,,,,,,
common-gen5,4528435,MURUOQIAN,,4,230229qwQW,264,9,25,defender,17,,,,,,,
common-gen5,4528435,MURUOQIAN,,4,Hp123456Hp,113,24,25,defender,3,,,,,,,
common-gen5,4528435,MURUOQIAN,,4,ToNii778899,221,163,55,forward,37,,,,,,,
common-gen5,4528435,MURUOQIAN,,4,SHIRENAYQ,154,15,7,goalkeeper,6,,,,,,,
common-gen5,4528435,MURUOQIAN,,4,gfmfunwvs2w2,368,191,99,forward,17,,,,,,,
common-gen5,4528435,MURUOQIAN,,4,Cmx090908cmx,496,17,16,goalkeeper,40,,,,,,,
common-gen5,4528435,MURUOQIAN,,4,shanrsapnap2023,0,0,0,,0,,,,,,,
common-gen5,4528435,MURUOQIAN,,4,26272427,384,111,159,midfielder,35,,,,,,,
common-gen5,4528435,MURUOQIAN,,4,VijayFlyman,641,375,318,forward,105,,,,,,,
common-gen5,4528435,MURUOQIAN,,4,aierxiding,483,224,229,forward,14,,,,,,,
common-gen5,4528435,MURUOQIAN,,4,PP-Sheila,63,11,25,midfielder,7,,,,,,,
common-gen5,4528435,MURUOQIAN,,4,cr78496,40,10,14,forward,2,,,,,,,
common-gen5,4528435,MURUOQIAN,,4,Aries679,1941,193,144,midfielder,508,,,,,,,
common-gen5,4528435,MURUOQIAN,,4,lulu19818888,59,60,20,forward,11,,,,,,,
common-gen5,4528435,MURUOQIAN,,4,jlong1236,197,4,10,defender,5,,,,,,,
common-gen5,4528435,MURUOQIAN,,4,lulu1981888,4527,1260,708,forward,335,,,,,,,
common-gen5,4528435,MURUOQIAN,,4,WWFAustin,2011,890,1098,midfielder,295,,,,,,,
common-gen5,4528435,MURUOQIAN,,4,ioioiy2,84,17,4,forward,3,,,,,,,
common-gen5,4528435,MURUOQIAN,,4,DuPiBaoBei,572,651,375,forward,117,,,,,,,
common-gen5,4528435,MURUOQIAN,,4,laoqi2013,16,0,0,defender,1,,,,,,,
common-gen5,4528435,MURUOQIAN,,4,Player63556417,337,37,29,forward,27,,,,,,,
common-gen5,4528435,MURUOQIAN,,4,Asuckh,166,3,4,midfielder,2,,,,,,,
common-gen5,4528435,MURUOQIAN,,4,eksan2008216,333,93,109,midfielder,37,,,,,,,
common-gen5,89917,HUOHUA,,5,OF-Forever,141,43,55,midfielder,5,,,,,,,
common-gen5,89917,HUOHUA,,5,0566CZFR,19,0,0,defender,2,,,,,,,
common-gen5,89917,HUOHUA,,5,Nothand80,120,3,8,defender,10,,,,,,,
common-gen5,89917,HUOHUA,,5,ChinaTiny,1218,246,276,midfielder,115,,,,,,,
common-gen5,89917,HUOHUA,,5,beruko0605,426,159,87,forward,38,,,,,,,
common-gen5,89917,HUOHUA,,5,FDKwd,2480,1337,1020,defender,380,,,,,,,
common-gen5,89917,HUOHUA,,5,ZHOU1983,4044,826,1085,midfielder,122,,,,,,,
common-gen5,89917,HUOHUA,,5,diaoshi12,394,121,77,forward,16,,,,,,,
common-gen5,89917,HUOHUA,,5,SingleWalk,3074,205,298,midfielder,275,,,,,,,
common-gen5,89917,HUOHUA,,5,GKS-025,180,0,0,goalkeeper,1,,,,,,,
common-gen5,89917,HUOHUA,,5,KZHIGUANG666,335,32,67,defender,6,,,,,,,
common-gen5,89917,HUOHUA,,5,dlwfd6606,55,2,1,defender,1,,,,,,,
common-gen5,89917,HUOHUA,,5,SD86DS,52,0,10,defender,2,,,,,,,
common-gen5,89917,HUOHUA,,5,hutaofc,381,161,150,midfielder,26,,,,,,,
common-gen5,89917,HUOHUA,,5,Thevenzz,565,126,169,defender,62,,,,,,,
common-gen5,89917,HUOHUA,,5,bargeryalu,323,97,62,midfielder,16,,,,,,,
common-gen5,89917,HUOHUA,,5,P1ananan,171,0,3,defender,1,,,,,,,
common-gen5,89917,HUOHUA,,5,XiaoYuLaLaa,109,12,16,defender,9,,,,,,,
common-gen5,89917,HUOHUA,,5,ZoomZoom5501,78,18,24,midfielder,4,,,,,,,
common-gen5,89917,HUOHUA,,5,HellTractor-9f,39,3,5,midfielder,3,,,,,,,
common-gen5,89917,HUOHUA,,5,xiaohuge6661,2172,152,205,goalkeeper,208,,,,,,,
common-gen5,89917,HUOHUA,,5,anzeee,267,22,23,defender,1,,,,,,,
common-gen5,89917,HUOHUA,,5,Nedved_08,1615,180,198,defender,49,,,,,,,
common-gen5,89917,HUOHUA,,5,Vinicius jr5993,144,73,88,forward,22,,,,,,,
common-gen5,89917,HUOHUA,,5,ZHOUZHOUccccc,1185,159,170,midfielder,179,,,,,,,
common-gen5,89917,HUOHUA,,5,AyangGoat,1106,22,53,defender,39,,,,,,,
common-gen5,89917,HUOHUA,,5,brokyH,135,16,27,forward,7,,,,,,,
common-gen5,89917,HUOHUA,,5,STALoL,2156,1237,602,forward,324,,,,,,,
common-gen5,89917,HUOHUA,,5,kylianMbappe886,3390,1411,1068,midfielder,357,,,,,,,
common-gen5,89917,HUOHUA,,5,ArsenalJD,1326,631,425,defender,80,,,,,,,
common-gen5,89917,HUOHUA,,5,lkc_0807,231,108,70,forward,35,,,,,,,
common-gen5,89917,HUOHUA,,5,bakhaisui,6843,20,19,defender,34,,,,,,,
common-gen5,89917,HUOHUA,,5,Niko8812,10,0,0,midfielder,0,,,,,,,
common-gen5,89917,HUOHUA,,5,S_NeverMore_F,2680,59,185,defender,137,,,,,,,
common-gen5,89917,HUOHUA,,5,long4222,1318,256,480,midfielder,249,,,,,,,
common-gen5,89917,HUOHUA,,5,Wtl060130,66,20,15,forward,2,,,,,,,
common-gen5,89917,HUOHUA,,5,Ericli64,998,115,188,midfielder,207,,,,,,,
common-gen5,89917,HUOHUA,,5,Klose1221,1708,383,414,defender,132,,,,,,,
common-gen5,89917,HUOHUA,,5,K0NVi,97,11,4,defender,4,,,,,,,
common-gen5,89917,HUOHUA,,5,jlong1236,197,4,10,defender,5,,,,,,,
common-gen5,89917,HUOHUA,,5,MGO199,2405,294,394,midfielder,201,,,,,,,
common-gen5,89917,HUOHUA,,5,Sanit85,48,4,6,midfielder,0,,,,,,,
common-gen5,89917,HUOHUA,,5,FC-ADavis,165,56,41,midfielder,5,,,,,,,
common-gen5,89917,HUOHUA,,5,,0,0,0,,0,,,,,,,
common-gen5,89917,HUOHUA,,5,SUN_CN_1990,2053,3,26,defender,80,,,,,,,
common-gen5,89917,HUOHUA,,5,Yaximayman,1773,149,188,defender,257,,,,,,,
common-gen5,89917,HUOHUA,,5,julito12302014,56,40,26,forward,3,,,,,,,
common-gen5,89917,HUOHUA,,5,lzj19970524,229,105,41,forward,6,,,,,,,
common-gen5,7949713,THEHERO7,,6,BontotXX,1568,601,860,midfielder,128,,,,,,,
common-gen5,7949713,THEHERO7,,6,Jeesan21,27,5,6,midfielder,2,,,,,,,
common-gen5,7949713,THEHERO7,,6,mystiCrose12,612,533,356,goalkeeper,122,,,,,,,
common-gen5,7949713,THEHERO7,,6,Wahbi1017,1521,892,716,forward,179,,,,,,,
common-gen5,7949713,THEHERO7,,6,LandoVers19,108,27,29,forward,2,,,,,,,
common-gen5,7949713,THEHERO7,,6,BaangJack,1394,84,193,midfielder,69,,,,,,,
common-gen5,7949713,THEHERO7,,6,Leon_Azazel_7,341,91,103,defender,45,,,,,,,
common-gen5,7949713,THEHERO7,,6,swift-spanner59,137,125,63,forward,22,,,,,,,
common-gen5,7949713,THEHERO7,,6,Jevr2017,71,13,18,midfielder,0,,,,,,,
common-gen5,7949713,THEHERO7,,6,Joray100,954,416,270,forward,76,,,,,,,
common-gen5,7949713,THEHERO7,,6,syabanitb,78,1,14,midfielder,2,,,,,,,
common-gen5,7949713,THEHERO7,,6,gibrannxt,231,120,83,midfielder,12,,,,,,,
common-gen5,7949713,THEHERO7,,6,BigEL-96,1100,985,489,forward,203,,,,,,,
common-gen5,7949713,THEHERO7,,6,Marjangimank,157,0,0,goalkeeper,5,,,,,,,
common-gen5,7949713,THEHERO7,,6,Cloviseijun,599,458,306,defender,76,,,,,,,
common-gen5,7949713,THEHERO7,,6,SunraysIMP,280,18,45,midfielder,10,,,,,,,
common-gen5,7949713,THEHERO7,,6,Ayrusiles,957,209,164,midfielder,67,,,,,,,
common-gen5,7949713,THEHERO7,,6,Saviar27,273,115,83,forward,16,,,,,,,
common-gen5,7949713,THEHERO7,,6,0928262733,14,1,2,forward,0,,,,,,,
common-gen5,7949713,THEHERO7,,6,MACICOOO,1396,289,431,midfielder,126,,,,,,,
common-gen5,7949713,THEHERO7,,6,notyour911,530,159,197,goalkeeper,48,,,,,,,
common-gen5,7949713,THEHERO7,,6,jempire_90,1531,1230,736,forward,209,,,,,,,
common-gen5,7949713,THEHERO7,,6,Aufar_d,1271,192,253,midfielder,81,,,,,,,
common-gen5,7949713,THEHERO7,,6,urssgtrrius,288,157,99,forward,15,,,,,,,
common-gen5,7949713,THEHERO7,,6,theoockta,114,11,9,midfielder,2,,,,,,,
common-gen5,7949713,THEHERO7,,6,miccc2324,28,8,3,forward,0,,,,,,,
common-gen5,7949713,THEHERO7,,6,pedirr,194,23,56,defender,5,,,,,,,
common-gen5,7949713,THEHERO7,,6,Mr_biee,256,75,70,defender,13,,,,,,,
common-gen5,7949713,THEHERO7,,6,epileptik1d_,163,79,73,forward,23,,,,,,,
common-gen5,7949713,THEHERO7,,6,GuShrek,59,10,22,midfielder,4,,,,,,,
common-gen5,7949713,THEHERO7,,6,Hikaruu67,725,420,404,midfielder,120,,,,,,,
common-gen5,7949713,THEHERO7,,6,PaQyuu,288,44,71,defender,49,,,,,,,
common-gen5,7949713,THEHERO7,,6,Groverzzz,456,87,112,defender,24,,,,,,,
common-gen5,7949713,THEHERO7,,6,KingBl4de969,123,27,23,midfielder,2,,,,,,,
common-gen5,7949713,THEHERO7,,6,KeeyLoow,376,315,237,midfielder,155,,,,,,,
common-gen5,7949713,THEHERO7,,6,xyz5dasar,149,100,78,forward,18,,,,,,,
common-gen5,7949713,THEHERO7,,6,King eL2698,1063,438,315,midfielder,85,,,,,,,
common-gen5,7949713,THEHERO7,,6,Max1mumOP,983,792,500,forward,130,,,,,,,
common-gen5,7949713,THEHERO7,,6,VensiCute,158,56,48,forward,7,,,,,,,
common-gen5,7949713,THEHERO7,,6,fathiryusuf,1107,274,196,midfielder,72,,,,,,,
common-gen5,7949713,THEHERO7,,6,LEOTAROW,216,52,64,midfielder,12,,,,,,,
common-gen5,7949713,THEHERO7,,6,Zaidan2609,123,39,47,forward,10,,,,,,,
common-gen5,7949713,THEHERO7,,6,l44flame,113,28,49,forward,1,,,,,,,
common-gen5,7949713,THEHERO7,,6,PedriAmadd,1121,35,119,midfielder,75,,,,,,,
common-gen5,7949713,THEHERO7,,6,Razkhaman,273,305,152,forward,40,,,,,,,
common-gen5,7949713,THEHERO7,,6,LeoAwinz,442,41,75,midfielder,14,,,,,,,
common-gen5,7949713,THEHERO7,,6,Kyrgios67,153,30,39,midfielder,3,,,,,,,
common-gen5,7949713,THEHERO7,,6,Keliboxx,290,313,188,defender,39,,,,,,,
common-gen5,7949713,THEHERO7,,6,meslahbujug,44,11,10,midfielder,0,,,,,,,
common-gen5,7949713,THEHERO7,,6,Panutan999,346,59,75,defender,31,,,,,,,
common-gen5,7032658,Monk3ys13,,7,RJ021CARIOCA,300,196,216,midfielder,42,,,,,,,
common-gen5,7032658,Monk3ys13,,7,Coprosky,700,224,187,midfielder,97,,,,,,,
common-gen5,7032658,Monk3ys13,,7,LkzinDo077,243,86,71,midfielder,7,,,,,,,
common-gen5,7032658,Monk3ys13,,7,Higorr03,259,312,127,forward,39,,,,,,,
common-gen5,7032658,Monk3ys13,,7,VulgoLkm1,5,0,0,midfielder,0,,,,,,,
common-gen5,7032658,Monk3ys13,,7,Kidoyz,273,6,12,midfielder,7,,,,,,,
common-gen5,7032658,Monk3ys13,,7,Ousadoxl4975,1332,1306,1335,forward,266,,,,,,,
common-gen5,7032658,Monk3ys13,,7,guimoica,737,224,211,defender,41,,,,,,,
common-gen5,7032658,Monk3ys13,,7,DgBRUXO087,33,5,10,midfielder,0,,,,,,,
common-gen5,7032658,Monk3ys13,,7,Medinaisking,241,149,55,forward,13,,,,,,,
common-gen5,7032658,Monk3ys13,,7,Kaell7600,380,91,235,midfielder,127,,,,,,,
common-gen5,7032658,Monk3ys13,,7,S1mpleexyz,48,37,29,forward,13,,,,,,,
common-gen5,7032658,Monk3ys13,,7,Flpsx7777,512,378,208,forward,76,,,,,,,
common-gen5,7032658,Monk3ys13,,7,x_purpou,44,29,16,forward,3,,,,,,,
common-gen5,7032658,Monk3ys13,,7,trakinasolindo,386,272,143,forward,38,,,,,,,
common-gen5,7032658,Monk3ys13,,7,renanvct,1087,1075,708,forward,203,,,,,,,
common-gen5,7032658,Monk3ys13,,7,YanzeiraBH,49,14,9,midfielder,1,,,,,,,
common-gen5,7032658,Monk3ys13,,7,cesinhaclb,76,14,23,defender,4,,,,,,,
common-gen5,7032658,Monk3ys13,,7,JaoJao4628,57,21,22,forward,2,,,,,,,
common-gen5,7032658,Monk3ys13,,7,rxnansl,82,17,13,midfielder,1,,,,,,,
common-gen5,7123336,taida,,8,1374656414,1463,205,90,midfielder,577,,,,,,,
common-gen5,7123336,taida,,8,DayD6eam,305,138,119,forward,43,,,,,,,
common-gen5,7123336,taida,,8,maer233,571,85,125,defender,98,,,,,,,
common-gen5,7123336,taida,,8,1895mm,596,74,55,defender,45,,,,,,,
common-gen5,7363957,shengss,,9,HollandStam,2774,218,196,goalkeeper,707,,,,,,,
common-gen5,7363957,shengss,,9,YunaTaira,257,31,60,midfielder,31,,,,,,,
common-gen5,7363957,shengss,,9,LiangYu2,426,390,182,defender,76,,,,,,,
common-gen5,7363957,shengss,,9,Ryan liu8849,5665,179,315,forward,526,,,,,,,
common-gen5,7363957,shengss,,9,bbsister10,848,245,449,forward,92,,,,,,,
common-gen5,7363957,shengss,,9,MAYE-XT,146,14,19,defender,14,,,,,,,
common-gen5,7363957,shengss,,9,LaZi24,1178,125,190,midfielder,77,,,,,,,
common-gen5,7363957,shengss,,9,CylonMs,202,12,19,defender,18,,,,,,,
common-gen5,7363957,shengss,,9,Cyen_1d,402,43,21,goalkeeper,20,,,,,,,
common-gen5,7363957,shengss,,9,dqldql123,193,44,41,midfielder,6,,,,,,,
common-gen5,7363957,shengss,,9,VossABC,768,238,246,forward,85,,,,,,,
common-gen5,7363957,shengss,,9,Rica3905,1049,456,196,forward,184,,,,,,,
common-gen5,7363957,shengss,,9,DZJ-SMIR,2922,596,371,forward,663,,,,,,,
common-gen5,7363957,shengss,,9,Bruno-F04,160,37,76,midfielder,13,,,,,,,
common-gen5,7363957,shengss,,9,GnemOAH7,498,1,2,defender,73,,,,,,,
common-gen5,7363957,shengss,,9,ElonTang,658,279,183,midfielder,77,,,,,,,
common-gen5,7363957,shengss,,9,Xiaootong2,131,2,1,defender,9,,,,,,,
common-gen5,7363957,shengss,,9,FtbC7,201,0,2,midfielder,11,,,,,,,
common-gen5,7363957,shengss,,9,ikundyh,304,27,52,defender,2,,,,,,,
common-gen5,8412709,WORK IN SILENCE,,10,capo_emi,205,150,99,forward,15,,,,,,,
common-gen5,8412709,WORK IN SILENCE,,10,Th0masFDP_-,229,130,91,defender,27,,,,,,,
common-gen5,8412709,WORK IN SILENCE,,10,Lautafv,304,121,203,midfielder,67,,,,,,,
common-gen5,8412709,WORK IN SILENCE,,10,BrothersTeamBrot,302,81,158,midfielder,70,,,,,,,
common-gen5,8412709,WORK IN SILENCE,,10,JOSE39WAR,220,5,9,defender,15,,,,,,,
common-gen5,8412709,WORK IN SILENCE,,10,Xintty,68,24,29,midfielder,6,,,,,,,
common-gen5,8412709,WORK IN SILENCE,,10,lxuty32,43,39,18,forward,7,,,,,,,
common-gen5,8412709,WORK IN SILENCE,,10,lauty_120Hz,425,409,367,goalkeeper,38,,,,,,,
common-gen5,8412709,WORK IN SILENCE,,10,wetyywtw,26,3,4,midfielder,1,,,,,,,
common-gen5,8412709,WORK IN SILENCE,,10,Benja271,321,114,134,forward,13,,,,,,,
common-gen5,8412709,WORK IN SILENCE,,10,bautzera 7,346,239,283,midfielder,47,,,,,,,
common-gen5,8412709,WORK IN SILENCE,,10,wgxkwzZzero0,42,13,6,defender,1,,,,,,,
common-gen5,8412709,WORK IN SILENCE,,10,tKufv_,222,98,90,midfielder,15,,,,,,,
common-gen5,8412709,WORK IN SILENCE,,10,Thom0k-,187,192,116,defender,36,,,,,,,
common-gen5,8412709,WORK IN SILENCE,,10,xeneixeslz,16,6,6,midfielder,2,,,,,,,
common-gen5,8412709,WORK IN SILENCE,,10,Jonasrt2400,341,553,328,forward,99,,,,,,,
common-gen5,8412709,WORK IN SILENCE,,10,LeafyTiger5620,230,57,80,goalkeeper,12,,,,,,,
common-gen5,7660111,Revenant Jaya,,11,StuiterStijn,19,4,3,midfielder,5,,,,,,,
common-gen5,7660111,Revenant Jaya,,11,fendeevast,0,0,0,,0,,,,,,,
common-gen5,7660111,Revenant Jaya,,11,vickyhoppus,348,209,172,forward,35,,,,,,,
common-gen5,7660111,Revenant Jaya,,11,RastyDusty,1,1,3,forward,0,,,,,,,
common-gen5,7660111,Revenant Jaya,,11,LeFillsWASD,21,6,4,midfielder,0,,,,,,,
common-gen5,7660111,Revenant Jaya,,11,Buenk95,51,16,15,midfielder,1,,,,,,,
common-gen5,7660111,Revenant Jaya,,11,Vinsmoke21,523,345,315,forward,67,,,,,,,
common-gen5,7660111,Revenant Jaya,,11,Radzxyz,61,14,8,forward,4,,,,,,,
common-gen5,7660111,Revenant Jaya,,11,WiliamRVNT,851,866,462,midfielder,199,,,,,,,
common-gen5,7660111,Revenant Jaya,,11,ICRThunder,54,3,7,midfielder,0,,,,,,,
common-gen5,7660111,Revenant Jaya,,11,twochocolates,80,25,14,forward,2,,,,,,,
common-gen5,7660111,Revenant Jaya,,11,Ashari13,20,2,0,midfielder,0,,,,,,,
common-gen5,7660111,Revenant Jaya,,11,p4rtyanthem911,53,23,10,forward,2,,,,,,,
common-gen5,7660111,Revenant Jaya,,11,Adnntra,355,303,172,forward,30,,,,,,,
common-gen5,7660111,Revenant Jaya,,11,Bill Chung55,8,0,1,forward,0,,,,,,,
common-gen5,7660111,Revenant Jaya,,11,zaanjuu,53,20,23,forward,4,,,,,,,
common-gen5,6457699,No Brain Club,,12,RLS_TuanAliff,1873,790,1047,defender,272,,,,,,,
common-gen5,6457699,No Brain Club,,12,Aikaik5,1451,776,553,forward,120,,,,,,,
common-gen5,6457699,No Brain Club,,12,THETRBLMKR,893,345,523,midfielder,68,,,,,,,
common-gen5,6457699,No Brain Club,,12,zzXLR8zz,1381,472,569,midfielder,76,,,,,,,
common-gen5,6457699,No Brain Club,,12,TTVBTW__L0L,340,98,102,forward,12,,,,,,,
common-gen5,6457699,No Brain Club,,12,RLS_GhostAssist,2493,910,1677,midfielder,373,,,,,,,
common-gen5,6457699,No Brain Club,,12,OnlyWhuut,998,824,797,defender,349,,,,,,,
common-gen5,6457699,No Brain Club,,12,Deathmongerz16,457,142,75,forward,36,,,,,,,
common-gen5,6457699,No Brain Club,,12,bloomer755,1293,721,339,forward,112,,,,,,,
common-gen5,6457699,No Brain Club,,12,aimanbro17,450,121,103,forward,21,,,,,,,
common-gen5,6457699,No Brain Club,,12,XxWafixX,2037,512,850,midfielder,61,,,,,,,
common-gen5,6457699,No Brain Club,,12,Wakbanjir45_,845,25,51,defender,104,,,,,,,
common-gen5,6457699,No Brain Club,,12,bilal_mok98,1063,175,189,midfielder,62,,,,,,,
common-gen5,6457699,No Brain Club,,12,OreoMcFlurryzz,736,267,237,defender,126,,,,,,,
common-gen5,6457699,No Brain Club,,12,Hairilaaaayil,1418,1184,1150,defender,149,,,,,,,
common-gen5,6457699,No Brain Club,,12,zoffy_04,1038,660,477,forward,149,,,,,,,
common-gen5,6457699,No Brain Club,,12,2ezz4faz,404,68,138,midfielder,12,,,,,,,
common-gen5,6457699,No Brain Club,,12,WildEyes1O1,507,367,258,forward,64,,,,,,,
common-gen5,6457699,No Brain Club,,12,nickymartynn,1215,145,114,defender,85,,,,,,,
common-gen5,6457699,No Brain Club,,12,Kaizer10,1097,807,305,midfielder,96,,,,,,,
common-gen5,6457699,No Brain Club,,12,ManapPurba99,991,1352,1017,defender,49,,,,,,,
common-gen5,6457699,No Brain Club,,12,BeastKnight03,316,29,51,midfielder,3,,,,,,,
common-gen5,6457699,No Brain Club,,12,hambabersalah,1817,1525,877,defender,389,,,,,,,
common-gen5,6457699,No Brain Club,,12,Zinvox,1719,1455,929,forward,302,,,,,,,
common-gen5,6457699,No Brain Club,,12,LebaiKL,642,307,218,forward,72,,,,,,,
common-gen5,6457699,No Brain Club,,12,acap-com,1210,236,295,defender,28,,,,,,,
common-gen5,6457699,No Brain Club,,12,Snzfly_,1221,192,248,midfielder,54,,,,,,,
