Platform Code,Club ID,Club Name,In All-Time,All-Time Rank,In Seasonal,Seasonal Rank,Skill Rating,Division,Wins,Ties,Losses,Games Played,Goals,Goals Against,Clean Sheets,Goals/Game,Goals Against/Game,Reputation Level
common-gen4,1115208,Happy t3am,Não,,Sim,97,1350,3,170,58,169,397,686,735,111,1.73,1.85,10
common-gen4,925835,Estrella Negra,Não,,Sim,98,1811,2,170,61,123,354,883,753,66,2.49,2.13,16
common-gen4,33318,Wutangs Clan,Não,,Sim,99,2125,1,170,38,141,349,1184,1115,29,3.39,3.19,20
common-gen4,1065125,jorkttt,Não,,Sim,100,2274,1,169,30,93,292,947,767,31,3.24,2.63,18
nx,1049763,AndaluseFC,Não,,Sim,2,1488,2,105,27,100,232,738,739,20,3.18,3.19,6
nx,1302104,AS BLUES,Não,,Sim,5,1461,3,46,19,33,98,312,272,6,3.18,2.78,5
nx,559372,J4B FC,Não,,Sim,6,1416,2,40,11,42,93,269,292,10,2.89,3.14,16
nx,962054,AC Root,Não,,Sim,9,1461,3,35,13,36,84,247,230,12,2.94,2.74,4
nx,986202,Limonade FC,Não,,Sim,14,1342,4,26,15,51,92,218,302,9,2.37,3.28,5
nx,805473,goopy goopers,Não,,Sim,19,1524,3,20,4,18,42,107,115,6,2.55,2.74,4
nx,1106985,Violette2 AC,Não,,Sim,23,1383,3,18,6,25,49,114,145,7,2.33,2.96,6
nx,1050205,yumadon,Não,,Sim,27,1310,4,15,10,27,52,87,106,5,1.67,2.04,3
nx,1390472,Los bachatas,Não,,Sim,30,1465,5,14,1,21,36,74,82,8,2.06,2.28,2
nx,927953,BULL4NGUEROS,Não,,Sim,31,1523,5,12,1,16,29,120,111,3,4.14,3.83,2
nx,1230788,fc benfica,Não,,Sim,32,1433,5,11,4,13,28,49,68,4,1.75,2.43,1
nx,900137,Z Legacy,Não,,Sim,33,1484,4,11,3,14,28,50,68,4,1.79,2.43,2
nx,819651,Hidir FC,Não,,Sim,35,1375,5,10,2,7,19,61,71,0,3.21,3.74,1
nx,733769,Lwd 77,Não,,Sim,36,1471,5,10,5,18,33,86,118,2,2.61,3.58,2
nx,36713,ElPopular,Não,,Sim,38,1522,4,9,0,3,12,50,35,0,4.17,2.92,1
nx,1331782,pinta mr fc,Não,,Sim,39,1400,5,8,4,19,31,42,72,5,1.35,2.32,1
nx,1320974,LacostaFC,Não,,Sim,44,1515,5,7,3,6,16,51,44,1,3.19,2.75,1
nx,1282451,AF FC,Não,,Sim,45,1526,5,7,1,5,13,34,26,0,2.62,2.00,1
nx,1398756,Duftyxdavies,Não,,Sim,46,1487,5,6,3,9,18,29,45,0,1.61,2.50,1
nx,1222587,toulouse fcq,Não,,Sim,47,1217,5,6,4,25,35,58,128,2,1.66,3.66,1
nx,657427,Destroyer Fc,Não,,Sim,48,1319,5,6,2,12,20,39,55,4,1.95,2.75,1
nx,1263133,limonade,Não,,Sim,51,1211,5,5,8,33,46,88,175,2,1.91,3.80,2
nx,1212973,FC tktk,Não,,Sim,52,1511,5,5,0,2,7,9,6,4,1.29,0.86,1
nx,1012904,zutuga fc,Não,,Sim,53,1425,5,5,2,5,12,14,20,3,1.17,1.67,1
nx,1478345,Fc Reacios,Não,,Sim,55,1486,6,4,1,4,9,24,25,1,2.67,2.78,2
nx,1413402,FC AARNOX,Não,,Sim,56,1340,5,4,3,17,24,37,96,1,1.54,4.00,1
nx,1402093,FC KONIX,Não,,Sim,57,1485,5,4,2,5,11,20,30,2,1.82,2.73,1
nx,1292122,weikjhjjmnhjm,Não,,Sim,59,1373,5,4,4,13,21,20,51,4,0.95,2.43,1
nx,1272070,badletico fc,Não,,Sim,60,1336,5,4,1,15,20,31,57,2,1.55,2.85,1
nx,1234452,LOSBROS10,Não,,Sim,61,1464,5,4,0,7,11,12,21,10,1.09,1.91,1
nx,973111,PingPongPearl,Não,,Sim,63,1469,6,4,0,3,7,13,14,1,1.86,2.00,2
nx,722996,Dihriders,Não,,Sim,64,1367,5,4,3,5,12,22,23,1,1.83,1.92,1
nx,48168,leeds,Não,,Sim,67,1443,6,4,0,6,10,32,36,0,3.20,3.60,2
nx,1490166,FC Noskill,Não,,Sim,68,1525,6,3,0,1,4,12,10,0,3.00,2.50,1
nx,1484340,OLYMPIQUE,Não,,Sim,69,1519,6,3,0,2,5,21,9,2,4.20,1.80,2
nx,1409331,AS Scardapane,Não,,Sim,70,1493,6,3,0,3,6,12,14,2,2.00,2.33,1
nx,1318707,daikdon,Não,,Sim,71,1279,6,3,4,12,19,20,51,2,1.05,2.68,2
nx,1301328,Sousense,Não,,Sim,72,1426,5,3,2,7,12,22,34,2,1.83,2.83,1
nx,1278912,AndaluseFC2,Não,,Sim,74,1472,5,3,4,7,14,28,33,3,2.00,2.36,1
nx,1110107,tictac,Não,,Sim,75,1422,5,3,2,7,12,21,42,2,1.75,3.50,1
nx,985987,ATLETIC CF,Não,,Sim,78,1482,5,3,4,1,8,12,12,4,1.50,1.50,1
nx,374843,Mugiwara fc,Não,,Sim,82,1453,6,3,0,5,8,30,35,1,3.75,4.38,1
nx,1481678,As foot,Não,,Sim,84,1505,6,2,0,1,3,9,12,0,3.00,4.00,2
nx,1464899,Finesse fc rcv,Não,,Sim,85,1496,6,2,0,2,4,12,17,0,3.00,4.25,2
nx,1437935,Real chausete,Não,,Sim,86,1479,6,2,0,2,4,11,13,1,2.75,3.25,1
nx,1420981,Caf FCF,Não,,Sim,87,1489,6,2,0,3,5,8,12,0,1.60,2.40,1
nx,1361647,GÃ©nesis Z,Não,,Sim,88,1500,6,2,1,2,5,9,7,1,1.80,1.40,1
nx,1212745,FC  TAKATUKI,Não,,Sim,90,1489,6,2,0,5,7,6,9,2,0.86,1.29,1
nx,1154215,WELOSEEVERYWEEK,Não,,Sim,91,1453,6,2,2,2,6,9,9,2,1.50,1.50,1
nx,889456,Mnchsr Mad Lads,Não,,Sim,92,1368,5,2,1,2,5,15,14,0,3.00,2.80,1
nx,408346,randoms join,Não,,Sim,94,1516,6,2,0,0,2,7,1,1,3.50,0.50,1
nx,1431555,Yoda jr,Não,,Sim,98,1521,6,1,0,0,1,3,1,0,3.00,1.00,1
nx,1409081,Mazmorra Fc,Não,,Sim,99,1457,6,1,1,3,5,6,13,1,1.20,2.60,2
nx,1399144,THE BISCOFS,Não,,Sim,100,1486,6,1,2,1,4,7,9,1,1.75,2.25,1
